coefficient_key,coefficient_value,coefficient_type,cms_label
SNPNE_NMCAID_NORIGDIS_NEM67,0.985,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 67
SNPNE_NMCAID_NORIGDIS_NEM68,1.005,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 68
SNPNE_NMCAID_NORIGDIS_NEM69,1.065,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 69
SNPNE_NMCAID_NORIGDIS_NEM70_74,1.216,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 70-74
SNPNE_NMCAID_NORIGDIS_NEM75_79,1.496,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 75-79
SNPNE_NMCAID_NORIGDIS_NEM80_84,1.704,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 80-84
SNPNE_NMCAID_NORIGDIS_NEM85_89,1.924,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 85-89
SNPNE_NMCAID_NORIGDIS_NEM90_94,2.142,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 90-94
SNPNE_NMCAID_NORIGDIS_NEM95_GT,2.142,demographic,Baseline - Neither Medicaid nor Originally Disabled Male 95+
SNPNE_MCAID_NORIGDIS_NEF0_34,1.655,demographic,Medicaid Only - Not Originally Disabled Female 0-34
SNPNE_MCAID_NORIGDIS_NEF35_44,1.655,demographic,Medicaid Only - Not Originally Disabled Female 35-44
SNPNE_MCAID_NORIGDIS_NEF45_54,1.965,demographic,Medicaid Only - Not Originally Disabled Female 45-54
SNPNE_MCAID_NORIGDIS_NEF55_59,1.989,demographic,Medicaid Only - Not Originally Disabled Female 55-59
SNPNE_MCAID_NORIGDIS_NEF60_64,2.030,demographic,Medicaid Only - Not Originally Disabled Female 60-64
SNPNE_MCAID_NORIGDIS_NEF65,1.285,demographic,Medicaid Only - Not Originally Disabled Female 65
SNPNE_MCAID_NORIGDIS_NEF66,1.285,demographic,Medicaid Only - Not Originally Disabled Female 66
SNPNE_MCAID_NORIGDIS_NEF67,1.351,demographic,Medicaid Only - Not Originally Disabled Female 67
SNPNE_MCAID_NORIGDIS_NEF68,1.351,demographic,Medicaid Only - Not Originally Disabled Female 68
SNPNE_MCAID_NORIGDIS_NEF69,1.467,demographic,Medicaid Only - Not Originally Disabled Female 69
SNPNE_MCAID_NORIGDIS_NEF70_74,1.634,demographic,Medicaid Only - Not Originally Disabled Female 70-74
SNPNE_MCAID_NORIGDIS_NEF75_79,1.885,demographic,Medicaid Only - Not Originally Disabled Female 75-79
SNPNE_MCAID_NORIGDIS_NEF80_84,2.061,demographic,Medicaid Only - Not Originally Disabled Female 80-84
SNPNE_MCAID_NORIGDIS_NEF85_89,2.250,demographic,Medicaid Only - Not Originally Disabled Female 85-89
SNPNE_MCAID_NORIGDIS_NEF90_94,2.400,demographic,Medicaid Only - Not Originally Disabled Female 90-94
SNPNE_MCAID_NORIGDIS_NEF95_GT,2.400,demographic,Medicaid Only - Not Originally Disabled Female 95+
SNPNE_MCAID_NORIGDIS_NEM0_34,1.485,demographic,Medicaid Only - Not Originally Disabled Male 0-34
SNPNE_MCAID_NORIGDIS_NEM35_44,1.485,demographic,Medicaid Only - Not Originally Disabled Male 35-44
SNPNE_MCAID_NORIGDIS_NEM45_54,1.845,demographic,Medicaid Only - Not Originally Disabled Male 45-54
SNPNE_MCAID_NORIGDIS_NEM55_59,1.994,demographic,Medicaid Only - Not Originally Disabled Male 55-59
SNPNE_MCAID_NORIGDIS_NEM60_64,2.035,demographic,Medicaid Only - Not Originally Disabled Male 60-64
SNPNE_MCAID_NORIGDIS_NEM65,1.422,demographic,Medicaid Only - Not Originally Disabled Male 65
SNPNE_MCAID_NORIGDIS_NEM66,1.422,demographic,Medicaid Only - Not Originally Disabled Male 66
SNPNE_MCAID_NORIGDIS_NEM67,1.477,demographic,Medicaid Only - Not Originally Disabled Male 67
SNPNE_MCAID_NORIGDIS_NEM68,1.477,demographic,Medicaid Only - Not Originally Disabled Male 68
SNPNE_MCAID_NORIGDIS_NEM69,1.477,demographic,Medicaid Only - Not Originally Disabled Male 69
SNPNE_MCAID_NORIGDIS_NEM70_74,1.735,demographic,Medicaid Only - Not Originally Disabled Male 70-74
SNPNE_MCAID_NORIGDIS_NEM75_79,1.952,demographic,Medicaid Only - Not Originally Disabled Male 75-79
SNPNE_MCAID_NORIGDIS_NEM80_84,2.194,demographic,Medicaid Only - Not Originally Disabled Male 80-84
SNPNE_MCAID_NORIGDIS_NEM85_89,2.403,demographic,Medicaid Only - Not Originally Disabled Male 85-89
SNPNE_MCAID_NORIGDIS_NEM90_94,2.403,demographic,Medicaid Only - Not Originally Disabled Male 90-94
SNPNE_MCAID_NORIGDIS_NEM95_GT,2.403,demographic,Medicaid Only - Not Originally Disabled Male 95+
SNPNE_NMCAID_ORIGDIS_NEF65,1.708,demographic,Originally Disabled Only - Not Medicaid Female 65
SNPNE_NMCAID_ORIGDIS_NEF66,1.708,demographic,Originally Disabled Only - Not Medicaid Female 66
SNPNE_NMCAID_ORIGDIS_NEF67,1.719,demographic,Originally Disabled Only - Not Medicaid Female 67
SNPNE_NMCAID_ORIGDIS_NEF68,1.745,demographic,Originally Disabled Only - Not Medicaid Female 68
SNPNE_NMCAID_ORIGDIS_NEF69,1.755,demographic,Originally Disabled Only - Not Medicaid Female 69
SNPNE_NMCAID_ORIGDIS_NEF70_74,1.929,demographic,Originally Disabled Only - Not Medicaid Female 70-74
SNPNE_NMCAID_ORIGDIS_NEF75_79,2.032,demographic,Originally Disabled Only - Not Medicaid Female 75-79
SNPNE_NMCAID_ORIGDIS_NEF80_84,2.239,demographic,Originally Disabled Only - Not Medicaid Female 80-84
SNPNE_NMCAID_ORIGDIS_NEF85_89,2.239,demographic,Originally Disabled Only - Not Medicaid Female 85-89
SNPNE_NMCAID_ORIGDIS_NEF90_94,2.239,demographic,Originally Disabled Only - Not Medicaid Female 90-94
SNPNE_NMCAID_ORIGDIS_NEF95_GT,2.239,demographic,Originally Disabled Only - Not Medicaid Female 95+
SNPNE_NMCAID_ORIGDIS_NEM65,1.642,demographic,Originally Disabled Only - Not Medicaid Male 65
SNPNE_NMCAID_ORIGDIS_NEM66,1.659,demographic,Originally Disabled Only - Not Medicaid Male 66
SNPNE_NMCAID_ORIGDIS_NEM67,1.659,demographic,Originally Disabled Only - Not Medicaid Male 67
SNPNE_NMCAID_ORIGDIS_NEM68,1.659,demographic,Originally Disabled Only - Not Medicaid Male 68
SNPNE_NMCAID_ORIGDIS_NEM69,1.677,demographic,Originally Disabled Only - Not Medicaid Male 69
SNPNE_NMCAID_ORIGDIS_NEM70_74,1.807,demographic,Originally Disabled Only - Not Medicaid Male 70-74
SNPNE_NMCAID_ORIGDIS_NEM75_79,2.039,demographic,Originally Disabled Only - Not Medicaid Male 75-79
SNPNE_NMCAID_ORIGDIS_NEM80_84,2.155,demographic,Originally Disabled Only - Not Medicaid Male 80-84
SNPNE_NMCAID_ORIGDIS_NEM85_89,2.346,demographic,Originally Disabled Only - Not Medicaid Male 85-89
SNPNE_NMCAID_ORIGDIS_NEM90_94,2.346,demographic,Originally Disabled Only - Not Medicaid Male 90-94
SNPNE_NMCAID_ORIGDIS_NEM95_GT,2.346,demographic,Originally Disabled Only - Not Medicaid Male 95+
SNPNE_MCAID_ORIGDIS_NEF65,2.085,demographic,Medicaid and Originally Disabled Female 65
SNPNE_MCAID_ORIGDIS_NEF66,2.085,demographic,Medicaid and Originally Disabled Female 66
SNPNE_MCAID_ORIGDIS_NEF67,2.148,demographic,Medicaid and Originally Disabled Female 67
SNPNE_MCAID_ORIGDIS_NEF68,2.148,demographic,Medicaid and Originally Disabled Female 68
SNPNE_MCAID_ORIGDIS_NEF69,2.233,demographic,Medicaid and Originally Disabled Female 69
SNPNE_MCAID_ORIGDIS_NEF70_74,2.295,demographic,Medicaid and Originally Disabled Female 70-74
SNPNE_MCAID_ORIGDIS_NEF75_79,2.484,demographic,Medicaid and Originally Disabled Female 75-79
SNPNE_MCAID_ORIGDIS_NEF80_84,2.735,demographic,Medicaid and Originally Disabled Female 80-84
SNPNE_MCAID_ORIGDIS_NEF85_89,2.735,demographic,Medicaid and Originally Disabled Female 85-89
SNPNE_MCAID_ORIGDIS_NEF90_94,2.735,demographic,Medicaid and Originally Disabled Female 90-94
SNPNE_MCAID_ORIGDIS_NEF95_GT,2.735,demographic,Medicaid and Originally Disabled Female 95+
SNPNE_MCAID_ORIGDIS_NEM65,2.035,demographic,Medicaid and Originally Disabled Male 65
SNPNE_MCAID_ORIGDIS_NEM66,2.150,demographic,Medicaid and Originally Disabled Male 66
SNPNE_MCAID_ORIGDIS_NEM67,2.195,demographic,Medicaid and Originally Disabled Male 67
SNPNE_MCAID_ORIGDIS_NEM68,2.195,demographic,Medicaid and Originally Disabled Male 68
SNPNE_MCAID_ORIGDIS_NEM69,2.246,demographic,Medicaid and Originally Disabled Male 69
SNPNE_MCAID_ORIGDIS_NEM70_74,2.316,demographic,Medicaid and Originally Disabled Male 70-74
SNPNE_MCAID_ORIGDIS_NEM75_79,2.487,demographic,Medicaid and Originally Disabled Male 75-79
SNPNE_MCAID_ORIGDIS_NEM80_84,2.573,demographic,Medicaid and Originally Disabled Male 80-84
SNPNE_MCAID_ORIGDIS_NEM85_89,2.573,demographic,Medicaid and Originally Disabled Male 85-89
SNPNE_MCAID_ORIGDIS_NEM90_94,2.573,demographic,Medicaid and Originally Disabled Male 90-94
SNPNE_MCAID_ORIGDIS_NEM95_GT,2.573,demographic,Medicaid and Originally Disabled Male 95+
