coefficient_key,coefficient_value,coefficient_type,cms_label
CNA_F65_69,0.330,demographic,Female 65-69
CNA_F70_74,0.395,demographic,Female 70-74
CNA_F75_79,0.465,demographic,Female 75-79
CNA_F80_84,0.524,demographic,Female 80-84
CNA_F85_89,0.624,demographic,Female 85-89
CNA_F90_94,0.737,demographic,Female 90-94
CNA_F95_GT,0.742,demographic,Female 95+
CNA_M65_69,0.332,demographic,Male 65-69
CNA_M70_74,0.396,demographic,Male 70-74
CNA_M75_79,0.502,demographic,Male 75-79
CNA_M80_84,0.571,demographic,Male 80-84
CNA_M85_89,0.664,demographic,Male 85-89
CNA_M90_94,0.800,demographic,Male 90-94
CNA_M95_GT,0.896,demographic,Male 95+
CNA_OriginallyDisabled_Female,0.228,demographic,Originally Disabled Female
CNA_OriginallyDisabled_Male,0.135,demographic,Originally Disabled Male
CNA_HCC1,0.301,disease,HIV/AIDS
CNA_HCC2,0.500,disease,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
CNA_HCC6,0.381,disease,Opportunistic Infections
CNA_HCC17,4.209,disease,Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic
CNA_HCC18,2.341,disease,Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid
CNA_HCC19,1.798,disease,Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers
CNA_HCC20,1.136,disease,Lung and Other Severe Cancers
CNA_HCC21,0.671,disease,Lymphoma and Other Cancers
CNA_HCC22,0.363,disease,Bladder/Colorectal/and Other Cancers
CNA_HCC23,0.186,disease,Prostate/Breast/and Other Cancers and Tumors
CNA_HCC35,0.949,disease,Pancreas Transplant Status
CNA_HCC36,0.166,disease,Diabetes with Severe Acute Complications
CNA_HCC37,0.166,disease,Diabetes with Chronic Complications
CNA_HCC38,0.166,disease,Diabetes with Glycemic/Unspecified/No Complications
CNA_HCC48,0.186,disease,Morbid Obesity
CNA_HCC49,9.256,disease,Specified Lysosomal Storage Disorders
CNA_HCC50,0.648,disease,Amyloidosis/Porphyria/and Other Specified Metabolic Disorders
CNA_HCC51,0.510,disease,Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders
CNA_HCC62,0.376,disease,Liver Transplant Status/Complications
CNA_HCC63,0.962,disease,Chronic Liver Failure/End-Stage Liver Disorders
CNA_HCC64,0.447,disease,Cirrhosis of Liver
CNA_HCC65,0.185,disease,Chronic Hepatitis
CNA_HCC68,0.388,disease,Cholangitis and Obstruction of Bile Duct Without Gallstones
CNA_HCC77,1.172,disease,Intestine Transplant Status/Complications
CNA_HCC78,0.326,disease,Intestinal Obstruction/Perforation
CNA_HCC79,0.357,disease,Chronic Pancreatitis
CNA_HCC80,0.550,disease,Crohns Disease (Regional Enteritis)
CNA_HCC81,0.244,disease,Ulcerative Colitis
CNA_HCC92,0.479,disease,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis
CNA_HCC93,0.617,disease,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders
CNA_HCC94,0.268,disease,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders
CNA_HCC107,0.457,disease,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero
CNA_HCC108,0.146,disease,Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major
CNA_HCC109,1.144,disease,Acquired Hemolytic/Aplastic/and Sideroblastic Anemias
CNA_HCC111,4.639,disease,Hemophilia/Male
CNA_HCC112,0.450,disease,Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions
CNA_HCC114,2.262,disease,Common Variable and Combined Immunodeficiencies
CNA_HCC115,0.565,disease,Specified Immunodeficiencies and White Blood Cell Disorders
CNA_HCC125,0.341,disease,Dementia/Severe
CNA_HCC126,0.341,disease,Dementia/Moderate
CNA_HCC127,0.341,disease,Dementia/Mild or Unspecified
CNA_HCC135,0.424,disease,Drug Use with Psychotic Complications
CNA_HCC136,0.424,disease,Alcohol Use with Psychotic Complications
CNA_HCC137,0.424,disease,Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications
CNA_HCC138,0.423,disease,Drug Use Disorder/Mild/Uncomplicated/Except Cannabis
CNA_HCC139,0.242,disease,Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications
CNA_HCC151,0.511,disease,Schizophrenia
CNA_HCC152,0.484,disease,Psychosis/Except Schizophrenia
CNA_HCC153,0.396,disease,Personality Disorders; Anorexia/Bulimia Nervosa
CNA_HCC154,0.351,disease,Bipolar Disorders without Psychosis
CNA_HCC155,0.299,disease,Major Depression/Moderate or Severe/without Psychosis
CNA_HCC180,1.125,disease,Quadriplegia
CNA_HCC181,0.942,disease,Paraplegia
CNA_HCC182,0.478,disease,Spinal Cord Disorders/Injuries
CNA_HCC190,1.175,disease,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy
CNA_HCC191,0.855,disease,Quadriplegic Cerebral Palsy
CNA_HCC192,0.314,disease,Cerebral Palsy/Except Quadriplegic
CNA_HCC193,1.692,disease,Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy
CNA_HCC195,2.909,disease,Myasthenia Gravis with (Acute) Exacerbation
CNA_HCC196,0.516,disease,Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders
CNA_HCC197,0.426,disease,Muscular Dystrophy
CNA_HCC198,0.647,disease,Multiple Sclerosis
CNA_HCC199,0.615,disease,Parkinson and Other Degenerative Disease of Basal Ganglia
CNA_HCC200,0.279,disease,Friedreich and Other Hereditary Ataxias; Huntington Disease
CNA_HCC201,0.245,disease,Seizure Disorders and Convulsions
CNA_HCC202,0.543,disease,Coma/Brain Compression/Anoxic Damage
CNA_HCC211,0.879,disease,Respirator Dependence/Tracheostomy Status/Complications
CNA_HCC212,0.370,disease,Respiratory Arrest
CNA_HCC213,0.370,disease,Cardio-Respiratory Failure and Shock
CNA_HCC221,1.053,disease,Heart Transplant Status/Complications
CNA_HCC222,2.505,disease,End-Stage Heart Failure
CNA_HCC223,2.505,disease,Heart Failure with Heart Assist Device/Artificial Heart
CNA_HCC224,0.360,disease,Acute on Chronic Heart Failure
CNA_HCC225,0.360,disease,Acute Heart Failure (Excludes Acute on Chronic)
CNA_HCC226,0.360,disease,Heart Failure/Except End-Stage and Acute
CNA_HCC227,0.189,disease,Cardiomyopathy/Myocarditis
CNA_HCC228,0.252,disease,Acute Myocardial Infarction
CNA_HCC229,0.240,disease,Unstable Angina and Other Acute Ischemic Heart Disease
CNA_HCC238,0.299,disease,Specified Heart Arrhythmias
CNA_HCC248,0.239,disease,Intracranial Hemorrhage
CNA_HCC249,0.239,disease,Ischemic or Unspecified Stroke
CNA_HCC253,0.387,disease,Hemiplegia/Hemiparesis
CNA_HCC254,0.321,disease,Monoplegia/Other Paralytic Syndromes
CNA_HCC263,1.118,disease,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene
CNA_HCC264,0.455,disease,Vascular Disease with Complications
CNA_HCC267,0.294,disease,Deep Vein Thrombosis and Pulmonary Embolism
CNA_HCC276,2.531,disease,Lung Transplant Status/Complications
CNA_HCC277,0.998,disease,Cystic Fibrosis
CNA_HCC278,0.818,disease,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis
CNA_HCC279,0.818,disease,Severe Persistent Asthma
CNA_HCC280,0.319,disease,Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders
CNA_HCC282,0.440,disease,Aspiration and Specified Bacterial Pneumonias
CNA_HCC283,0.204,disease,Empyema/Lung Abscess
CNA_HCC298,0.336,disease,Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage
CNA_HCC300,0.596,disease,Exudative Macular Degeneration
CNA_HCC326,0.815,disease,Chronic Kidney Disease/Stage 5
CNA_HCC327,0.514,disease,Chronic Kidney Disease/Severe (Stage 4)
CNA_HCC328,0.127,disease,Chronic Kidney Disease/Moderate (Stage 3B)
CNA_HCC329,0.127,disease,Chronic Kidney Disease/Moderate (Stage 3/Except 3B)
CNA_HCC379,1.965,disease,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
CNA_HCC380,1.078,disease,Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle
CNA_HCC381,1.075,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CNA_HCC382,0.838,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CNA_HCC383,0.646,disease,Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle
CNA_HCC385,1.291,disease,Severe Skin Burn
CNA_HCC387,0.406,disease,Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders
CNA_HCC397,0.199,disease,Major Head Injury with Loss of Consciousness > 1 Hour
CNA_HCC398,0.199,disease,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified
CNA_HCC399,0.199,disease,Major Head Injury without Loss of Consciousness
CNA_HCC401,0.522,disease,Vertebral Fractures without Spinal Cord Injury
CNA_HCC402,0.467,disease,Hip Fracture/Dislocation
CNA_HCC405,0.598,disease,Traumatic Amputations and Complications
CNA_HCC409,0.598,disease,Amputation Status/Lower Limb/Amputation Complications
CNA_HCC454,1.068,disease,Stem Cell/Including Bone Marrow/Transplant Status/Complications
CNA_HCC463,0.673,disease,Artificial Openings for Feeding or Elimination
CNA_DIABETES_HF,0.112,interaction,Diabetes*Heart Failure
CNA_HF_CHR_LUNG,0.078,interaction,Heart Failure*Chronic Lung Disorder
CNA_HF_KIDNEY,0.176,interaction,Heart Failure*Kidney
CNA_CHR_LUNG_CARD_RESP_FAIL,0.254,interaction,Chronic Lung Disorder*Cardiorespiratory Failure
CNA_HF_HCC238,0.077,interaction,Heart Failure*Specified Heart Arrhythmias
CNA_D5,0.050,count,5 payment HCCs
CNA_D6,0.102,count,6 payment HCCs
CNA_D7,0.188,count,7 payment HCCs
CNA_D8,0.316,count,8 payment HCCs
CNA_D9,0.444,count,9 payment HCCs
CNA_D10P,0.728,count,10 or more payment HCCs
CNA_D1,0.000,count,1 payment HCC
CNA_D2,0.000,count,2 payment HCCs
CNA_D3,0.000,count,3 payment HCCs
CNA_D4,0.000,count,4 payment HCCs
CND_F0_34,0.238,demographic,Female 0-34
CND_F35_44,0.288,demographic,Female 35-44
CND_F45_54,0.340,demographic,Female 45-54
CND_F55_59,0.385,demographic,Female 55-59
CND_F60_64,0.436,demographic,Female 60-64
CND_M0_34,0.106,demographic,Male 0-34
CND_M35_44,0.154,demographic,Male 35-44
CND_M45_54,0.215,demographic,Male 45-54
CND_M55_59,0.283,demographic,Male 55-59
CND_M60_64,0.345,demographic,Male 60-64
CND_HCC1,0.213,disease,HIV/AIDS
CND_HCC2,0.598,disease,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
CND_HCC6,0.763,disease,Opportunistic Infections
CND_HCC17,3.995,disease,Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic
CND_HCC18,2.486,disease,Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid
CND_HCC19,1.989,disease,Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers
CND_HCC20,0.978,disease,Lung and Other Severe Cancers
CND_HCC21,0.540,disease,Lymphoma and Other Cancers
CND_HCC22,0.366,disease,Bladder/Colorectal/and Other Cancers
CND_HCC23,0.233,disease,Prostate/Breast/and Other Cancers and Tumors
CND_HCC35,1.393,disease,Pancreas Transplant Status
CND_HCC36,0.191,disease,Diabetes with Severe Acute Complications
CND_HCC37,0.191,disease,Diabetes with Chronic Complications
CND_HCC38,0.191,disease,Diabetes with Glycemic/Unspecified/No Complications
CND_HCC48,0.144,disease,Morbid Obesity
CND_HCC49,13.778,disease,Specified Lysosomal Storage Disorders
CND_HCC50,0.883,disease,Amyloidosis/Porphyria/and Other Specified Metabolic Disorders
CND_HCC51,0.606,disease,Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders
CND_HCC62,0.184,disease,Liver Transplant Status/Complications
CND_HCC63,1.032,disease,Chronic Liver Failure/End-Stage Liver Disorders
CND_HCC64,0.383,disease,Cirrhosis of Liver
CND_HCC65,0.248,disease,Chronic Hepatitis
CND_HCC68,0.383,disease,Cholangitis and Obstruction of Bile Duct Without Gallstones
CND_HCC77,6.301,disease,Intestine Transplant Status/Complications
CND_HCC78,0.534,disease,Intestinal Obstruction/Perforation
CND_HCC79,0.574,disease,Chronic Pancreatitis
CND_HCC80,0.635,disease,Crohns Disease (Regional Enteritis)
CND_HCC81,0.285,disease,Ulcerative Colitis
CND_HCC92,0.529,disease,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis
CND_HCC93,0.470,disease,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders
CND_HCC94,0.239,disease,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders
CND_HCC107,1.449,disease,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero
CND_HCC108,0.386,disease,Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major
CND_HCC109,1.815,disease,Acquired Hemolytic/Aplastic/and Sideroblastic Anemias
CND_HCC111,30.706,disease,Hemophilia/Male
CND_HCC112,0.640,disease,Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions
CND_HCC114,2.598,disease,Common Variable and Combined Immunodeficiencies
CND_HCC115,0.692,disease,Specified Immunodeficiencies and White Blood Cell Disorders
CND_HCC125,0.296,disease,Dementia/Severe
CND_HCC126,0.296,disease,Dementia/Moderate
CND_HCC127,0.296,disease,Dementia/Mild or Unspecified
CND_HCC135,0.637,disease,Drug Use with Psychotic Complications
CND_HCC136,0.637,disease,Alcohol Use with Psychotic Complications
CND_HCC137,0.365,disease,Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications
CND_HCC138,0.264,disease,Drug Use Disorder/Mild/Uncomplicated/Except Cannabis
CND_HCC139,0.207,disease,Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications
CND_HCC151,0.380,disease,Schizophrenia
CND_HCC152,0.290,disease,Psychosis/Except Schizophrenia
CND_HCC153,0.290,disease,Personality Disorders; Anorexia/Bulimia Nervosa
CND_HCC154,0.166,disease,Bipolar Disorders without Psychosis
CND_HCC155,0.166,disease,Major Depression/Moderate or Severe/without Psychosis
CND_HCC180,0.986,disease,Quadriplegia
CND_HCC181,0.648,disease,Paraplegia
CND_HCC182,0.368,disease,Spinal Cord Disorders/Injuries
CND_HCC190,1.792,disease,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy
CND_HCC191,0.743,disease,Quadriplegic Cerebral Palsy
CND_HCC192,0.129,disease,Cerebral Palsy/Except Quadriplegic
CND_HCC193,1.427,disease,Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy
CND_HCC195,3.633,disease,Myasthenia Gravis with (Acute) Exacerbation
CND_HCC196,0.642,disease,Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders
CND_HCC197,0.632,disease,Muscular Dystrophy
CND_HCC198,0.908,disease,Multiple Sclerosis
CND_HCC199,0.517,disease,Parkinson and Other Degenerative Disease of Basal Ganglia
CND_HCC200,0.208,disease,Friedreich and Other Hereditary Ataxias; Huntington Disease
CND_HCC201,0.196,disease,Seizure Disorders and Convulsions
CND_HCC202,0.238,disease,Coma/Brain Compression/Anoxic Damage
CND_HCC211,0.878,disease,Respirator Dependence/Tracheostomy Status/Complications
CND_HCC212,0.510,disease,Respiratory Arrest
CND_HCC213,0.510,disease,Cardio-Respiratory Failure and Shock
CND_HCC221,0.999,disease,Heart Transplant Status/Complications
CND_HCC222,5.770,disease,End-Stage Heart Failure
CND_HCC223,5.770,disease,Heart Failure with Heart Assist Device/Artificial Heart
CND_HCC224,0.442,disease,Acute on Chronic Heart Failure
CND_HCC225,0.442,disease,Acute Heart Failure (Excludes Acute on Chronic)
CND_HCC226,0.442,disease,Heart Failure/Except End-Stage and Acute
CND_HCC227,0.200,disease,Cardiomyopathy/Myocarditis
CND_HCC228,0.254,disease,Acute Myocardial Infarction
CND_HCC229,0.254,disease,Unstable Angina and Other Acute Ischemic Heart Disease
CND_HCC238,0.296,disease,Specified Heart Arrhythmias
CND_HCC248,0.180,disease,Intracranial Hemorrhage
CND_HCC249,0.180,disease,Ischemic or Unspecified Stroke
CND_HCC253,0.320,disease,Hemiplegia/Hemiparesis
CND_HCC254,0.172,disease,Monoplegia/Other Paralytic Syndromes
CND_HCC263,1.066,disease,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene
CND_HCC264,0.520,disease,Vascular Disease with Complications
CND_HCC267,0.431,disease,Deep Vein Thrombosis and Pulmonary Embolism
CND_HCC276,1.583,disease,Lung Transplant Status/Complications
CND_HCC277,2.818,disease,Cystic Fibrosis
CND_HCC278,1.209,disease,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis
CND_HCC279,0.842,disease,Severe Persistent Asthma
CND_HCC280,0.209,disease,Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders
CND_HCC282,0.362,disease,Aspiration and Specified Bacterial Pneumonias
CND_HCC283,0.000,disease,Empyema/Lung Abscess
CND_HCC298,0.364,disease,Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage
CND_HCC300,0.366,disease,Exudative Macular Degeneration
CND_HCC326,0.927,disease,Chronic Kidney Disease/Stage 5
CND_HCC327,0.523,disease,Chronic Kidney Disease/Severe (Stage 4)
CND_HCC328,0.179,disease,Chronic Kidney Disease/Moderate (Stage 3B)
CND_HCC329,0.179,disease,Chronic Kidney Disease/Moderate (Stage 3/Except 3B)
CND_HCC379,2.140,disease,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
CND_HCC380,1.091,disease,Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle
CND_HCC381,1.091,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CND_HCC382,0.994,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CND_HCC383,0.707,disease,Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle
CND_HCC385,0.234,disease,Severe Skin Burn
CND_HCC387,0.302,disease,Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders
CND_HCC397,0.150,disease,Major Head Injury with Loss of Consciousness > 1 Hour
CND_HCC398,0.150,disease,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified
CND_HCC399,0.150,disease,Major Head Injury without Loss of Consciousness
CND_HCC401,0.605,disease,Vertebral Fractures without Spinal Cord Injury
CND_HCC402,0.561,disease,Hip Fracture/Dislocation
CND_HCC405,0.577,disease,Traumatic Amputations and Complications
CND_HCC409,0.562,disease,Amputation Status/Lower Limb/Amputation Complications
CND_HCC454,0.452,disease,Stem Cell/Including Bone Marrow/Transplant Status/Complications
CND_HCC463,0.914,disease,Artificial Openings for Feeding or Elimination
CND_DIABETES_HF,0.023,interaction,Diabetes*Heart Failure
CND_HF_CHR_LUNG,0.062,interaction,Heart Failure*Chronic Lung Disorder
CND_HF_KIDNEY,0.314,interaction,Heart Failure*Kidney
CND_CHR_LUNG_CARD_RESP_FAIL,0.242,interaction,Chronic Lung Disorder*Cardiorespiratory Failure
CND_HF_HCC238,0.257,interaction,Heart Failure*Specified Heart Arrhythmias
CND_gSubUseDisorder_gPsych,0.087,interaction,Substance Use Disorder*Psychiatric
CND_D5,0.088,count,5 payment HCCs
CND_D6,0.223,count,6 payment HCCs
CND_D7,0.380,count,7 payment HCCs
CND_D8,0.440,count,8 payment HCCs
CND_D9,0.750,count,9 payment HCCs
CND_D10P,1.431,count,10 or more payment HCCs
CND_D1,0.000,count,1 payment HCC
CND_D2,0.000,count,2 payment HCCs
CND_D3,0.000,count,3 payment HCCs
CND_D4,0.000,count,4 payment HCCs
CFA_F65_69,0.435,demographic,Female 65-69
CFA_F70_74,0.506,demographic,Female 70-74
CFA_F75_79,0.596,demographic,Female 75-79
CFA_F80_84,0.665,demographic,Female 80-84
CFA_F85_89,0.775,demographic,Female 85-89
CFA_F90_94,0.869,demographic,Female 90-94
CFA_F95_GT,0.877,demographic,Female 95+
CFA_M65_69,0.531,demographic,Male 65-69
CFA_M70_74,0.626,demographic,Male 70-74
CFA_M75_79,0.714,demographic,Male 75-79
CFA_M80_84,0.789,demographic,Male 80-84
CFA_M85_89,0.907,demographic,Male 85-89
CFA_M90_94,0.993,demographic,Male 90-94
CFA_M95_GT,1.058,demographic,Male 95+
CFA_OriginallyDisabled_Female,0.160,demographic,Originally Disabled Female
CFA_OriginallyDisabled_Male,0.158,demographic,Originally Disabled Male
CFA_HCC1,0.397,disease,HIV/AIDS
CFA_HCC2,0.649,disease,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
CFA_HCC6,0.588,disease,Opportunistic Infections
CFA_HCC17,3.896,disease,Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic
CFA_HCC18,2.277,disease,Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid
CFA_HCC19,1.563,disease,Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers
CFA_HCC20,1.166,disease,Lung and Other Severe Cancers
CFA_HCC21,0.654,disease,Lymphoma and Other Cancers
CFA_HCC22,0.382,disease,Bladder/Colorectal/and Other Cancers
CFA_HCC23,0.196,disease,Prostate/Breast/and Other Cancers and Tumors
CFA_HCC35,1.117,disease,Pancreas Transplant Status
CFA_HCC36,0.186,disease,Diabetes with Severe Acute Complications
CFA_HCC37,0.186,disease,Diabetes with Chronic Complications
CFA_HCC38,0.186,disease,Diabetes with Glycemic/Unspecified/No Complications
CFA_HCC48,0.300,disease,Morbid Obesity
CFA_HCC49,2.833,disease,Specified Lysosomal Storage Disorders
CFA_HCC50,0.555,disease,Amyloidosis/Porphyria/and Other Specified Metabolic Disorders
CFA_HCC51,0.634,disease,Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders
CFA_HCC62,0.261,disease,Liver Transplant Status/Complications
CFA_HCC63,1.102,disease,Chronic Liver Failure/End-Stage Liver Disorders
CFA_HCC64,0.475,disease,Cirrhosis of Liver
CFA_HCC65,0.101,disease,Chronic Hepatitis
CFA_HCC68,0.085,disease,Cholangitis and Obstruction of Bile Duct Without Gallstones
CFA_HCC77,5.039,disease,Intestine Transplant Status/Complications
CFA_HCC78,0.382,disease,Intestinal Obstruction/Perforation
CFA_HCC79,0.525,disease,Chronic Pancreatitis
CFA_HCC80,0.490,disease,Crohns Disease (Regional Enteritis)
CFA_HCC81,0.201,disease,Ulcerative Colitis
CFA_HCC92,0.611,disease,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis
CFA_HCC93,0.439,disease,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders
CFA_HCC94,0.237,disease,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders
CFA_HCC107,0.610,disease,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero
CFA_HCC108,0.103,disease,Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major
CFA_HCC109,1.048,disease,Acquired Hemolytic/Aplastic/and Sideroblastic Anemias
CFA_HCC111,15.539,disease,Hemophilia/Male
CFA_HCC112,0.460,disease,Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions
CFA_HCC114,2.016,disease,Common Variable and Combined Immunodeficiencies
CFA_HCC115,0.438,disease,Specified Immunodeficiencies and White Blood Cell Disorders
CFA_HCC125,0.438,disease,Dementia/Severe
CFA_HCC126,0.438,disease,Dementia/Moderate
CFA_HCC127,0.438,disease,Dementia/Mild or Unspecified
CFA_HCC135,0.702,disease,Drug Use with Psychotic Complications
CFA_HCC136,0.502,disease,Alcohol Use with Psychotic Complications
CFA_HCC137,0.502,disease,Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications
CFA_HCC138,0.502,disease,Drug Use Disorder/Mild/Uncomplicated/Except Cannabis
CFA_HCC139,0.478,disease,Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications
CFA_HCC151,0.591,disease,Schizophrenia
CFA_HCC152,0.579,disease,Psychosis/Except Schizophrenia
CFA_HCC153,0.420,disease,Personality Disorders; Anorexia/Bulimia Nervosa
CFA_HCC154,0.349,disease,Bipolar Disorders without Psychosis
CFA_HCC155,0.316,disease,Major Depression/Moderate or Severe/without Psychosis
CFA_HCC180,1.068,disease,Quadriplegia
CFA_HCC181,0.859,disease,Paraplegia
CFA_HCC182,0.402,disease,Spinal Cord Disorders/Injuries
CFA_HCC190,1.427,disease,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy
CFA_HCC191,0.393,disease,Quadriplegic Cerebral Palsy
CFA_HCC192,0.000,disease,Cerebral Palsy/Except Quadriplegic
CFA_HCC193,0.957,disease,Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy
CFA_HCC195,2.153,disease,Myasthenia Gravis with (Acute) Exacerbation
CFA_HCC196,0.503,disease,Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders
CFA_HCC197,0.369,disease,Muscular Dystrophy
CFA_HCC198,0.791,disease,Multiple Sclerosis
CFA_HCC199,0.634,disease,Parkinson and Other Degenerative Disease of Basal Ganglia
CFA_HCC200,0.165,disease,Friedreich and Other Hereditary Ataxias; Huntington Disease
CFA_HCC201,0.233,disease,Seizure Disorders and Convulsions
CFA_HCC202,0.721,disease,Coma/Brain Compression/Anoxic Damage
CFA_HCC211,1.981,disease,Respirator Dependence/Tracheostomy Status/Complications
CFA_HCC212,0.573,disease,Respiratory Arrest
CFA_HCC213,0.573,disease,Cardio-Respiratory Failure and Shock
CFA_HCC221,1.412,disease,Heart Transplant Status/Complications
CFA_HCC222,2.927,disease,End-Stage Heart Failure
CFA_HCC223,2.927,disease,Heart Failure with Heart Assist Device/Artificial Heart
CFA_HCC224,0.406,disease,Acute on Chronic Heart Failure
CFA_HCC225,0.406,disease,Acute Heart Failure (Excludes Acute on Chronic)
CFA_HCC226,0.406,disease,Heart Failure/Except End-Stage and Acute
CFA_HCC227,0.173,disease,Cardiomyopathy/Myocarditis
CFA_HCC228,0.493,disease,Acute Myocardial Infarction
CFA_HCC229,0.325,disease,Unstable Angina and Other Acute Ischemic Heart Disease
CFA_HCC238,0.407,disease,Specified Heart Arrhythmias
CFA_HCC248,0.377,disease,Intracranial Hemorrhage
CFA_HCC249,0.377,disease,Ischemic or Unspecified Stroke
CFA_HCC253,0.437,disease,Hemiplegia/Hemiparesis
CFA_HCC254,0.292,disease,Monoplegia/Other Paralytic Syndromes
CFA_HCC263,1.432,disease,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene
CFA_HCC264,0.498,disease,Vascular Disease with Complications
CFA_HCC267,0.445,disease,Deep Vein Thrombosis and Pulmonary Embolism
CFA_HCC276,2.210,disease,Lung Transplant Status/Complications
CFA_HCC277,1.340,disease,Cystic Fibrosis
CFA_HCC278,0.791,disease,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis
CFA_HCC279,0.594,disease,Severe Persistent Asthma
