hcc_code,enrollment_segment,coefficient,detail_key,representative_icd
HCC200,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC200,G10
HCC201,CNA,0.245,CNA_HCC201,G40001
HCC201,CND,0.196,CND_HCC201,G40001
HCC201,CFA,0.233,CFA_HCC201,G40001
HCC201,CFD,0.17,CFD_HCC201,G40001
HCC201,CPA,0.245,CPA_HCC201,G40001
HCC201,CPD,0.202,CPD_HCC201,G40001
HCC201,INS,0.131,INS_HCC201,G40001
HCC201,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC201,G40001
HCC201,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC201,G40001
HCC202,CNA,0.543,CNA_HCC202,E035
HCC202,CND,0.238,CND_HCC202,E035
HCC202,CFA,0.721,CFA_HCC202,E035
HCC202,CFD,0.279,CFD_HCC202,E035
HCC202,CPA,0.549,CPA_HCC202,E035
HCC202,CPD,0.309,CPD_HCC202,E035
HCC202,INS,0.097,INS_HCC202,E035
HCC202,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC202,E035
HCC202,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC202,E035
HCC21,CNA,0.671,CNA_HCC21,C01
HCC21,CND,0.54,CND_HCC21,C01
HCC21,CFA,0.654,CFA_HCC21,C01
HCC21,CFD,0.739,CFD_HCC21,C01
HCC21,CPA,0.627,CPA_HCC21,C01
HCC21,CPD,0.618,CPD_HCC21,C01
HCC21,INS,0.493,INS_HCC21,C01
HCC21,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC21,C01
HCC21,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC21,C01
HCC211,CNA,0.879,CNA_HCC211,J9500
HCC211,CND,0.878,CND_HCC211,J9500
HCC211,CFA,1.981,CFA_HCC211,J9500
HCC211,CFD,1.418,CFD_HCC211,J9500
HCC211,CPA,1.022,CPA_HCC211,J9500
HCC211,CPD,0.59,CPD_HCC211,J9500
HCC211,INS,1.57,INS_HCC211,J9500
HCC211,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC211,J9500
HCC211,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC211,J9500
HCC212,CNA,0.37,CNA_HCC212,P2881
HCC212,CND,0.51,CND_HCC212,P2881
HCC212,CFA,0.573,CFA_HCC212,P2881
HCC212,CFD,0.662,CFD_HCC212,P2881
HCC212,CPA,0.409,CPA_HCC212,P2881
HCC212,CPD,0.493,CPD_HCC212,P2881
HCC212,INS,0.258,INS_HCC212,P2881
HCC212,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC212,P2881
HCC212,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC212,P2881
HCC213,CNA,0.37,CNA_HCC213,I462
HCC213,CND,0.51,CND_HCC213,I462
HCC213,CFA,0.573,CFA_HCC213,I462
HCC213,CFD,0.662,CFD_HCC213,I462
HCC213,CPA,0.409,CPA_HCC213,I462
HCC213,CPD,0.493,CPD_HCC213,I462
HCC213,INS,0.258,INS_HCC213,I462
HCC213,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC213,I462
HCC213,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC213,I462
HCC22,CNA,0.363,CNA_HCC22,C180
HCC22,CND,0.366,CND_HCC22,C180
HCC22,CFA,0.382,CFA_HCC22,C180
HCC22,CFD,0.409,CFD_HCC22,C180
HCC22,CPA,0.41,CPA_HCC22,C180
HCC22,CPD,0.351,CPD_HCC22,C180
HCC22,INS,0.314,INS_HCC22,C180
HCC22,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC22,C180
HCC22,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC22,C180
HCC221,CNA,1.053,CNA_HCC221,T8620
HCC221,CND,0.999,CND_HCC221,T8620
HCC221,CFA,1.412,CFA_HCC221,T8620
HCC221,CFD,1.781,CFD_HCC221,T8620
HCC221,CPA,0.88,CPA_HCC221,T8620
HCC221,CPD,1.371,CPD_HCC221,T8620
HCC221,INS,0.84,INS_HCC221,T8620
HCC221,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC221,T8620
HCC221,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC221,T8620
HCC222,CNA,2.505,CNA_HCC222,I5084
HCC222,CND,5.77,CND_HCC222,I5084
HCC222,CFA,2.927,CFA_HCC222,I5084
HCC222,CFD,6.612,CFD_HCC222,I5084
HCC222,CPA,3.009,CPA_HCC222,I5084
HCC222,CPD,6.106,CPD_HCC222,I5084
HCC222,INS,0.826,INS_HCC222,I5084
HCC222,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC222,I5084
HCC222,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC222,I5084
HCC224,CNA,0.36,CNA_HCC224,I5023
HCC224,CND,0.442,CND_HCC224,I5023
HCC224,CFA,0.406,CFA_HCC224,I5023
HCC224,CFD,0.537,CFD_HCC224,I5023
HCC224,CPA,0.311,CPA_HCC224,I5023
HCC224,CPD,0.411,CPD_HCC224,I5023
HCC224,INS,0.217,INS_HCC224,I5023
HCC224,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC224,I5023
HCC224,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC224,I5023
HCC225,CNA,0.36,CNA_HCC225,I5021
HCC225,CND,0.442,CND_HCC225,I5021
HCC225,CFA,0.406,CFA_HCC225,I5021
HCC225,CFD,0.537,CFD_HCC225,I5021
HCC225,CPA,0.311,CPA_HCC225,I5021
HCC225,CPD,0.411,CPD_HCC225,I5021
HCC225,INS,0.217,INS_HCC225,I5021
HCC225,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC225,I5021
HCC225,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC225,I5021
HCC226,CNA,0.36,CNA_HCC226,I0981
HCC226,CND,0.442,CND_HCC226,I0981
HCC226,CFA,0.406,CFA_HCC226,I0981
HCC226,CFD,0.537,CFD_HCC226,I0981
HCC226,CPA,0.311,CPA_HCC226,I0981
HCC226,CPD,0.411,CPD_HCC226,I0981
HCC226,INS,0.217,INS_HCC226,I0981
HCC226,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC226,I0981
HCC226,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC226,I0981
HCC227,CNA,0.189,CNA_HCC227,A3681
HCC227,CND,0.2,CND_HCC227,A3681
HCC227,CFA,0.173,CFA_HCC227,A3681
HCC227,CFD,0.198,CFD_HCC227,A3681
HCC227,CPA,0.145,CPA_HCC227,A3681
HCC227,CPD,0.186,CPD_HCC227,A3681
HCC227,INS,0.189,INS_HCC227,A3681
HCC227,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC227,A3681
HCC227,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC227,A3681
HCC228,CNA,0.252,CNA_HCC228,I2101
HCC228,CND,0.254,CND_HCC228,I2101
HCC228,CFA,0.493,CFA_HCC228,I2101
HCC228,CFD,0.517,CFD_HCC228,I2101
HCC228,CPA,0.324,CPA_HCC228,I2101
HCC228,CPD,0.407,CPD_HCC228,I2101
HCC228,INS,0.31,INS_HCC228,I2101
HCC228,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC228,I2101
HCC228,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC228,I2101
HCC229,CNA,0.24,CNA_HCC229,I200
HCC229,CND,0.254,CND_HCC229,I200
HCC229,CFA,0.325,CFA_HCC229,I200
HCC229,CFD,0.458,CFD_HCC229,I200
HCC229,CPA,0.278,CPA_HCC229,I200
HCC229,CPD,0.315,CPD_HCC229,I200
HCC229,INS,0.31,INS_HCC229,I200
HCC229,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC229,I200
HCC229,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC229,I200
HCC23,CNA,0.186,CNA_HCC23,C430
HCC23,CND,0.233,CND_HCC23,C430
HCC23,CFA,0.196,CFA_HCC23,C430
HCC23,CFD,0.218,CFD_HCC23,C430
HCC23,CPA,0.203,CPA_HCC23,C430
HCC23,CPD,0.237,CPD_HCC23,C430
HCC23,INS,0.197,INS_HCC23,C430
HCC23,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC23,C430
HCC23,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC23,C430
HCC238,CNA,0.299,CNA_HCC238,I442
HCC238,CND,0.296,CND_HCC238,I442
HCC238,CFA,0.407,CFA_HCC238,I442
HCC238,CFD,0.304,CFD_HCC238,I442
HCC238,CPA,0.293,CPA_HCC238,I442
HCC238,CPD,0.261,CPD_HCC238,I442
HCC238,INS,0.245,INS_HCC238,I442
HCC238,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC238,I442
HCC238,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC238,I442
HCC248,CNA,0.239,CNA_HCC248,I6000
HCC248,CND,0.18,CND_HCC248,I6000
HCC248,CFA,0.377,CFA_HCC248,I6000
HCC248,CFD,0.332,CFD_HCC248,I6000
HCC248,CPA,0.313,CPA_HCC248,I6000
HCC248,CPD,0.183,CPD_HCC248,I6000
HCC248,INS,0.081,INS_HCC248,I6000
HCC248,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC248,I6000
HCC248,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC248,I6000
HCC249,CNA,0.239,CNA_HCC249,I6300
HCC249,CND,0.18,CND_HCC249,I6300
HCC249,CFA,0.377,CFA_HCC249,I6300
HCC249,CFD,0.277,CFD_HCC249,I6300
HCC249,CPA,0.299,CPA_HCC249,I6300
HCC249,CPD,0.172,CPD_HCC249,I6300
HCC249,INS,0.081,INS_HCC249,I6300
