metric_name,dimension,label
lead_conversion_rate,member_type,Member Type
lead_conversion_rate,membership_attribution,Membership Attribution
lead_conversion_rate,patient_status,Patient Status
lead_conversion_rate,payment_status,Payment Status
lead_conversion_rate,primary_payor,Primary Payor
lead_conversion_rate,risk_tier,Risk Tier
lead_conversion_rate,utm_campaign,UTM Campaign
lead_conversion_rate,utm_medium,UTM Medium
lead_conversion_rate,utm_source,UTM Source
leads_count,account_status,Account Status
leads_count,clinic,Clinic
leads_count,enrollment_status,Enrollment Status
leads_count,membership_membership_status,Membership Status
leads_count,lead_source,Lead Source
leads_count,member_category,Member Category
leads_count,member_journey_stage,Member Journey Stage
leads_count,member_type,Member Type
leads_count,membership_attribution,Membership Attribution
leads_count,patient_status,Patient Status
leads_count,payment_status,Payment Status
leads_count,primary_payor,Primary Payor
leads_count,risk_tier,Risk Tier
leads_count,utm_campaign,UTM Campaign
leads_count,utm_medium,UTM Medium
leads_count,utm_source,UTM Source
lost_despite_effort,is_currently_on_roster,On Roster?
lost_despite_effort,is_truly_lost,Truly Lost?
lost_despite_effort,is_voluntary,Voluntary Attributed?
lost_despite_effort,mdm_payor_brand,MDM Payor Brand
lost_despite_effort,mdm_payor_category,MDM Payor Category
lost_despite_effort,off_cadence_active,Off Cadence?
lost_despite_effort,operational_segment,Operational Segment
lost_despite_effort,population_segment,Population Segment
lost_despite_effort,preferred_clinic,Clinic
lost_despite_effort,primary_attributed_payor,Primary Attributed Payor
lost_no_effort,is_currently_on_roster,On Roster?
lost_no_effort,is_truly_lost,Truly Lost?
lost_no_effort,is_voluntary,Voluntary Attributed?
lost_no_effort,mdm_payor_brand,MDM Payor Brand
lost_no_effort,mdm_payor_category,MDM Payor Category
lost_no_effort,off_cadence_active,Off Cadence?
lost_no_effort,operational_segment,Operational Segment
lost_no_effort,population_segment,Population Segment
lost_no_effort,preferred_clinic,Clinic
lost_no_effort,primary_attributed_payor,Primary Attributed Payor
lost_patients,attributed_payor,Attributed Payor
lost_patients,insurance_change_reason,Insurance Change Reason
lost_patients,is_current_attribution,Current?
lost_patients,movement_event,Movement Event
lost_patients,preferred_clinic,Clinic
lost_patients,year_month,Year-Month
mbr_cancellation_rate,clinic_city,Clinic City
mbr_cancellation_rate,is_membership_patient,Is Membership Patient
mbr_cancellation_rate,npv_category,NPV Category
mbr_cancellation_rate,provider_group_id,Provider Group
mbr_cancellation_rate,service_location,Service Location
mbr_cancelled_npv,clinic_city,Clinic City
mbr_cancelled_npv,is_membership_patient,Is Membership Patient
mbr_cancelled_npv,npv_category,NPV Category
mbr_cancelled_npv,provider_group_id,Provider Group
mbr_cancelled_npv,service_location,Service Location
mbr_completed_npv,clinic_city,Clinic City
mbr_completed_npv,is_membership_patient,Is Membership Patient
mbr_completed_npv,npv_category,NPV Category
mbr_completed_npv,provider_group_id,Provider Group
mbr_completed_npv,service_location,Service Location
mbr_immediately_rescheduled,clinic_city,Clinic City
mbr_immediately_rescheduled,is_membership_patient,Is Membership Patient
mbr_immediately_rescheduled,npv_category,NPV Category
mbr_immediately_rescheduled,provider_group_id,Provider Group
mbr_immediately_rescheduled,service_location,Service Location
mbr_late_recovery,clinic_city,Clinic City
mbr_late_recovery,is_membership_patient,Is Membership Patient
mbr_late_recovery,npv_category,NPV Category
mbr_late_recovery,provider_group_id,Provider Group
mbr_late_recovery,service_location,Service Location
mbr_recovery_rate,clinic_city,Clinic City
mbr_recovery_rate,is_membership_patient,Is Membership Patient
mbr_recovery_rate,npv_category,NPV Category
mbr_recovery_rate,provider_group_id,Provider Group
mbr_recovery_rate,service_location,Service Location
mbr_total_npv,clinic_city,Clinic City
mbr_total_npv,is_membership_patient,Is Membership Patient
mbr_total_npv,npv_category,NPV Category
mbr_total_npv,provider_group_id,Provider Group
mbr_total_npv,service_location,Service Location
mbr_total_recovered,clinic_city,Clinic City
mbr_total_recovered,is_membership_patient,Is Membership Patient
mbr_total_recovered,npv_category,NPV Category
mbr_total_recovered,provider_group_id,Provider Group
mbr_total_recovered,service_location,Service Location
mbr_truly_lost,clinic_city,Clinic City
mbr_truly_lost,is_membership_patient,Is Membership Patient
mbr_truly_lost,npv_category,NPV Category
mbr_truly_lost,provider_group_id,Provider Group
mbr_truly_lost,service_location,Service Location
mddo_completed,is_currently_on_roster,On Roster?
mddo_completed,is_truly_lost,Truly Lost?
mddo_completed,is_voluntary,Voluntary Attributed?
mddo_completed,mdm_payor_brand,MDM Payor Brand
mddo_completed,mdm_payor_category,MDM Payor Category
mddo_completed,off_cadence_active,Off Cadence?
mddo_completed,operational_segment,Operational Segment
mddo_completed,population_segment,Population Segment
mddo_completed,preferred_clinic,Clinic
mddo_completed,primary_attributed_payor,Primary Attributed Payor
mddo_completed_count,attribution_status,Attribution Status
mddo_completed_count,clinic,Clinic
mddo_completed_count,is_active_patient,Active Patient?
mddo_completed_count,membership_enrollment,Membership Enrollment
mddo_completed_count,primary_payor,Primary Payor
mddo_completed_count,risk_tier,Risk Tier
mddo_completion_rate,analytics_awv_ytd_status,AWV YTD Status
mddo_completion_rate,attributed_payor,Attributed Payor
mddo_completion_rate,attribution_status,Attribution Status
mddo_completion_rate,awv_eligibility_source,AWV Eligibility Source
mddo_completion_rate,clinic,Clinic
mddo_completion_rate,is_active_patient,Active Patient?
mddo_completion_rate,is_analytics_awv_eligible,AWV Eligible?
mddo_completion_rate,medicare_category,Medicare Category
mddo_completion_rate,primary_payor,Primary Payor
mddo_completion_rate,primary_product_type,Primary Product Type
mddo_completion_rate,provider_id,Primary Provider ID
mddo_completion_rate,provider_name,Primary Provider
mddo_completion_rate,sf_mddo_status,SF MDDO Status
mddo_eligible,is_currently_on_roster,On Roster?
mddo_eligible,is_truly_lost,Truly Lost?
mddo_eligible,is_voluntary,Voluntary Attributed?
mddo_eligible,mdm_payor_brand,MDM Payor Brand
mddo_eligible,mdm_payor_category,MDM Payor Category
mddo_eligible,off_cadence_active,Off Cadence?
mddo_eligible,operational_segment,Operational Segment
mddo_eligible,population_segment,Population Segment
mddo_eligible,preferred_clinic,Clinic
mddo_eligible,primary_attributed_payor,Primary Attributed Payor
mddo_eligible_count,attribution_status,Attribution Status
mddo_eligible_count,clinic,Clinic
mddo_eligible_count,is_active_patient,Active Patient?
mddo_eligible_count,membership_enrollment,Membership Enrollment
mddo_eligible_count,primary_payor,Primary Payor
mddo_eligible_count,provider_id,Primary Provider ID
mddo_eligible_count,provider_name,Primary Provider
mddo_eligible_count,risk_tier,Risk Tier
mddo_scheduled,is_currently_on_roster,On Roster?
mddo_scheduled,is_truly_lost,Truly Lost?
mddo_scheduled,is_voluntary,Voluntary Attributed?
mddo_scheduled,mdm_payor_brand,MDM Payor Brand
mddo_scheduled,mdm_payor_category,MDM Payor Category
mddo_scheduled,off_cadence_active,Off Cadence?
mddo_scheduled,operational_segment,Operational Segment
mddo_scheduled,population_segment,Population Segment
mddo_scheduled,preferred_clinic,Clinic
mddo_scheduled,primary_attributed_payor,Primary Attributed Payor
mddo_scheduled_count,attribution_status,Attribution Status
mddo_scheduled_count,clinic,Clinic
mddo_scheduled_count,is_active_patient,Active Patient?
mddo_scheduled_count,membership_enrollment,Membership Enrollment
mddo_scheduled_count,primary_payor,Primary Payor
mddo_scheduled_count,risk_tier,Risk Tier
mddo_visit_completed_count,analytics_awv_ytd_status,AWV YTD Status
mddo_visit_completed_count,attributed_payor,Attributed Payor
mddo_visit_completed_count,attribution_status,Attribution Status
mddo_visit_completed_count,awv_eligibility_source,AWV Eligibility Source
mddo_visit_completed_count,clinic,Clinic
mddo_visit_completed_count,is_active_patient,Active Patient?
mddo_visit_completed_count,is_analytics_awv_eligible,AWV Eligible?
mddo_visit_completed_count,medicare_category,Medicare Category
mddo_visit_completed_count,primary_payor,Primary Payor
mddo_visit_completed_count,primary_product_type,Primary Product Type
mddo_visit_completed_count,provider_id,Primary Provider ID
mddo_visit_completed_count,provider_name,Primary Provider
mddo_visit_completed_count,sf_mddo_status,SF MDDO Status
mddo_visit_scheduled_count,analytics_awv_ytd_status,AWV YTD Status
mddo_visit_scheduled_count,attributed_payor,Attributed Payor
mddo_visit_scheduled_count,attribution_status,Attribution Status
mddo_visit_scheduled_count,awv_eligibility_source,AWV Eligibility Source
mddo_visit_scheduled_count,clinic,Clinic
mddo_visit_scheduled_count,is_active_patient,Active Patient?
mddo_visit_scheduled_count,is_analytics_awv_eligible,AWV Eligible?
mddo_visit_scheduled_count,medicare_category,Medicare Category
mddo_visit_scheduled_count,primary_payor,Primary Payor
mddo_visit_scheduled_count,primary_product_type,Primary Product Type
mddo_visit_scheduled_count,provider_id,Primary Provider ID
mddo_visit_scheduled_count,provider_name,Primary Provider
mddo_visit_scheduled_count,sf_mddo_status,SF MDDO Status
mdm_compliant_count,analytics_awv_ytd_status,AWV YTD Status
mdm_compliant_count,attributed_payor,Attributed Payor
mdm_compliant_count,attribution_status,Attribution Status
mdm_compliant_count,awv_eligibility_source,AWV Eligibility Source
mdm_compliant_count,clinic,Clinic
mdm_compliant_count,is_active_patient,Active Patient?
mdm_compliant_count,is_analytics_awv_eligible,AWV Eligible?
mdm_compliant_count,medicare_category,Medicare Category
mdm_compliant_count,primary_payor,Primary Payor
mdm_compliant_count,primary_product_type,Primary Product Type
mdm_compliant_count,provider_id,Primary Provider ID
mdm_compliant_count,provider_name,Primary Provider
mdm_compliant_count,sf_mddo_status,SF MDDO Status
medicare_advantage_count,analytics_awv_ytd_status,AWV YTD Status
medicare_advantage_count,attributed_payor,Attributed Payor
medicare_advantage_count,attribution_status,Attribution Status
medicare_advantage_count,awv_eligibility_source,AWV Eligibility Source
medicare_advantage_count,clinic,Clinic
medicare_advantage_count,is_active_patient,Active Patient?
medicare_advantage_count,is_analytics_awv_eligible,AWV Eligible?
medicare_advantage_count,medicare_category,Medicare Category
medicare_advantage_count,primary_payor,Primary Payor
medicare_advantage_count,primary_product_type,Primary Product Type
medicare_advantage_count,provider_id,Primary Provider ID
medicare_advantage_count,provider_name,Primary Provider
medicare_advantage_count,sf_mddo_status,SF MDDO Status
medicare_patient_count,clinic,Clinic
medicare_patient_count,is_active_member,Is Active Member
medicare_patient_count,is_attributed,Attributed?
medicare_patient_count,is_grandmothered_member,Is Grandmothered Member
medicare_patient_count,is_membership_patient,Membership Patient
medicare_patient_count,is_paying_member,Is Paying Member
medicare_patient_count,member_category,Member Category
medicare_patient_count,membership_enrollment,Membership Enrollment
medicare_patient_count,membership_plan_type,Plan Type
medicare_patient_count,patient_status,Patient Status
medicare_patient_count,payment_status,Payment Status
medicare_patient_count,primary_insurance,Primary Insurance
medicare_patient_count,primary_payor,Primary Payor
medicare_patient_count,risk_tier,Risk Tier
membership_active_count,age_range,Age Range
membership_active_count,clinic,Clinic
membership_active_count,is_active_member,Is Active Member
membership_active_count,is_attributed,Attributed?
membership_active_count,is_grandmothered_member,Is Grandmothered Member
membership_active_count,is_membership_patient,Membership Patient
membership_active_count,is_paying_member,Is Paying Member
membership_active_count,member_category,Member Category
membership_active_count,membership_enrollment,Membership Enrollment
membership_active_count,membership_plan_type,Plan Type
membership_active_count,patient_status,Patient Status
membership_active_count,payment_status,Payment Status
membership_active_count,primary_insurance,Primary Insurance
membership_active_count,primary_payor,Primary Payor
membership_active_count,risk_tier,Risk Tier
membership_active_count,visits_per_year_bucket,Visits per Year
membership_avg_age,clinic,Clinic
membership_avg_age,is_active_member,Is Active Member
membership_avg_age,is_attributed,Attributed?
membership_avg_age,is_grandmothered_member,Is Grandmothered Member
membership_avg_age,is_membership_patient,Membership Patient
membership_avg_age,is_paying_member,Is Paying Member
membership_avg_age,member_category,Member Category
membership_avg_age,membership_enrollment,Membership Enrollment
membership_avg_age,membership_plan_type,Plan Type
membership_avg_age,patient_status,Patient Status
membership_avg_age,payment_status,Payment Status
membership_avg_age,primary_insurance,Primary Insurance
membership_avg_age,primary_payor,Primary Payor
membership_avg_age,risk_tier,Risk Tier
membership_established_count,clinic,Clinic
membership_established_count,is_active_member,Is Active Member
membership_established_count,is_attributed,Attributed?
membership_established_count,is_grandmothered_member,Is Grandmothered Member
membership_established_count,is_membership_patient,Membership Patient
membership_established_count,is_paying_member,Is Paying Member
membership_established_count,member_category,Member Category
membership_established_count,membership_enrollment,Membership Enrollment
membership_established_count,membership_plan_type,Plan Type
membership_established_count,patient_status,Patient Status
membership_established_count,payment_status,Payment Status
membership_established_count,primary_insurance,Primary Insurance
membership_established_count,primary_payor,Primary Payor
membership_established_count,risk_tier,Risk Tier
membership_legacy_count,clinic,Clinic
membership_legacy_count,is_active_member,Is Active Member
membership_legacy_count,is_attributed,Attributed?
membership_legacy_count,is_grandmothered_member,Is Grandmothered Member
membership_legacy_count,is_membership_patient,Membership Patient
membership_legacy_count,is_paying_member,Is Paying Member
membership_legacy_count,member_category,Member Category
membership_legacy_count,membership_enrollment,Membership Enrollment
membership_legacy_count,membership_plan_type,Plan Type
membership_legacy_count,patient_status,Patient Status
membership_legacy_count,payment_status,Payment Status
membership_legacy_count,primary_insurance,Primary Insurance
membership_legacy_count,primary_payor,Primary Payor
membership_legacy_count,risk_tier,Risk Tier
membership_medicare_graduated_count,clinic,Clinic
membership_medicare_graduated_count,is_active_member,Is Active Member
membership_medicare_graduated_count,is_attributed,Attributed?
membership_medicare_graduated_count,is_grandmothered_member,Is Grandmothered Member
membership_medicare_graduated_count,is_membership_patient,Membership Patient
membership_medicare_graduated_count,is_paying_member,Is Paying Member
membership_medicare_graduated_count,member_category,Member Category
membership_medicare_graduated_count,membership_enrollment,Membership Enrollment
membership_medicare_graduated_count,membership_plan_type,Plan Type
membership_medicare_graduated_count,patient_status,Patient Status
membership_medicare_graduated_count,payment_status,Payment Status
membership_medicare_graduated_count,primary_insurance,Primary Insurance
membership_medicare_graduated_count,primary_payor,Primary Payor
membership_medicare_graduated_count,risk_tier,Risk Tier
membership_mrr,clinic,Clinic
membership_mrr,enrollment_status,Enrollment Status
membership_mrr,membership_membership_status,Membership Status
membership_mrr,is_active_member,Is Active Member
membership_mrr,is_attributed,Attributed?
membership_mrr,is_grandmothered_member,Is Grandmothered Member
membership_mrr,is_membership_patient,Membership Patient
membership_mrr,is_paying_member,Is Paying Member
membership_mrr,member_category,Member Category
membership_mrr,membership_enrollment,Membership Enrollment
membership_mrr,membership_plan_type,Plan Type
membership_mrr,patient_status,Patient Status
membership_mrr,payment_status,Payment Status
membership_mrr,primary_insurance,Primary Insurance
membership_mrr,primary_payor,Primary Payor
membership_mrr,risk_tier,Risk Tier
membership_net_new_count,clinic,Clinic
membership_net_new_count,is_active_member,Is Active Member
membership_net_new_count,is_attributed,Attributed?
membership_net_new_count,is_grandmothered_member,Is Grandmothered Member
membership_net_new_count,is_membership_patient,Membership Patient
membership_net_new_count,is_paying_member,Is Paying Member
membership_net_new_count,member_category,Member Category
membership_net_new_count,membership_enrollment,Membership Enrollment
membership_net_new_count,membership_plan_type,Plan Type
membership_net_new_count,patient_status,Patient Status
membership_net_new_count,payment_status,Payment Status
membership_net_new_count,primary_insurance,Primary Insurance
membership_net_new_count,primary_payor,Primary Payor
membership_net_new_count,risk_tier,Risk Tier
membership_standard_count,clinic,Clinic
membership_standard_count,is_active_member,Is Active Member
membership_standard_count,is_attributed,Attributed?
membership_standard_count,is_grandmothered_member,Is Grandmothered Member
membership_standard_count,is_membership_patient,Membership Patient
membership_standard_count,is_paying_member,Is Paying Member
membership_standard_count,member_category,Member Category
membership_standard_count,membership_enrollment,Membership Enrollment
membership_standard_count,membership_plan_type,Plan Type
membership_standard_count,patient_status,Patient Status
membership_standard_count,payment_status,Payment Status
membership_standard_count,primary_insurance,Primary Insurance
membership_standard_count,primary_payor,Primary Payor
membership_standard_count,risk_tier,Risk Tier
membership_total_count,clinic,Clinic
membership_total_count,is_active_member,Is Active Member
membership_total_count,is_attributed,Attributed?
membership_total_count,is_grandmothered_member,Is Grandmothered Member
membership_total_count,is_membership_patient,Membership Patient
membership_total_count,is_paying_member,Is Paying Member
membership_total_count,member_category,Member Category
membership_total_count,membership_enrollment,Membership Enrollment
membership_total_count,membership_plan_type,Plan Type
membership_total_count,patient_status,Patient Status
membership_total_count,payment_status,Payment Status
membership_total_count,primary_insurance,Primary Insurance
membership_total_count,primary_payor,Primary Payor
membership_total_count,risk_tier,Risk Tier
met_count,clinic_name,Clinic Name
met_count,insurance_category,Insurance Category
met_count,last_appointment_type,Last Appointment Type
met_count,measure_code,Measure Code
met_count,metric_type,Metric Type
met_count,next_appointment_type,Next Appointment Type
met_count,nps_category,NPS Category
met_count,provider_name,Provider Name
met_rate,clinic_name,Clinic Name
met_rate,insurance_category,Insurance Category
met_rate,last_appointment_type,Last Appointment Type
met_rate,measure_code,Measure Code
met_rate,metric_type,Metric Type
met_rate,next_appointment_type,Next Appointment Type
met_rate,nps_category,NPS Category
met_rate,provider_name,Provider Name
nps_pooled_score,clinic_name,Clinic Name
nps_pooled_score,insurance_category,Insurance Category
nps_pooled_score,last_appointment_type,Last Appointment Type
nps_pooled_score,measure_code,Measure Code
nps_pooled_score,metric_type,Metric Type
nps_pooled_score,next_appointment_type,Next Appointment Type
nps_pooled_score,nps_category,NPS Category
nps_pooled_score,provider_name,Provider Name
needs_reschedule,provider,Provider
needs_review_count,analytics_awv_ytd_status,AWV YTD Status
needs_review_count,attributed_payor,Attributed Payor
needs_review_count,attribution_status,Attribution Status
needs_review_count,awv_eligibility_source,AWV Eligibility Source
needs_review_count,clinic,Clinic
needs_review_count,is_active_patient,Active Patient?
needs_review_count,is_analytics_awv_eligible,AWV Eligible?
needs_review_count,medicare_category,Medicare Category
needs_review_count,primary_payor,Primary Payor
needs_review_count,primary_product_type,Primary Product Type
needs_review_count,provider_id,Primary Provider ID
needs_review_count,provider_name,Primary Provider
needs_review_count,sf_mddo_status,SF MDDO Status
negative_sentiment_count,attempt_number,Attempt Number
negative_sentiment_count,call_outcome,Call Outcome
negative_sentiment_count,campaign_name,Campaign
negative_sentiment_count,clinic,Clinic
negative_sentiment_count,failure_category,Failure Category
negative_sentiment_count,is_escalated_or_negative,Escalated or Negative?
negative_sentiment_count,outreach_outcome,Outreach Outcome
negative_sentiment_count,primary_care_provider,Primary Care Provider
negative_sentiment_count,primary_payor,Primary Payor
negative_sentiment_count,sentiment,Sentiment
net_new_members,account_status,Account Status
net_new_members,clinic,Clinic
net_new_members,enrollment_status,Enrollment Status
net_new_members,membership_membership_status,Membership Status
net_new_members,lead_source,Lead Source
net_new_members,member_category,Member Category
net_new_members,member_journey_stage,Member Journey Stage
net_new_members,member_type,Member Type
net_new_members,membership_attribution,Membership Attribution
net_new_members,patient_status,Patient Status
net_new_members,payment_status,Payment Status
net_new_members,primary_payor,Primary Payor
net_new_members,risk_tier,Risk Tier
net_new_members,utm_campaign,UTM Campaign
net_new_members,utm_medium,UTM Medium
net_new_members,utm_source,UTM Source
never_filled_slots,clinic,Clinic
never_filled_slots,bh_provider,BH Provider
new_patients_count,attributed_payor,Attributed Payor
new_patients_count,clinic_name,Clinic
new_patients_count,clinic_type,Clinic Type
new_patients_count,is_bh_no_next,Is BH No-Next
new_patients_count,is_no_next,Is No-Next
new_patients_count,is_pending_awv,Is Pending AWV
new_patients_count,is_pending_mddo,Is Pending MDDO
new_patients_count,patient_status,Patient Status
new_patients_count,payor_category,Payor Category
new_patients_count,primary_insurance,Primary Insurance
new_patients_count,scheduling_status,Scheduling Status
new_patients_count,tier,Tier
no_future_appointments,aging_bucket,Aging Bucket
no_future_appointments,clinic,Clinic
no_future_appointments,off_cadence_flag,Off Cadence
no_future_appointments,primary_care_provider,PCP
no_future_appointments,risk_tier,Risk Tier
no_future_appointments,workflow_stage,Workflow Stage
no_next_patients,attributed_payor,Attributed Payor
no_next_patients,clinic_name,Clinic
no_next_patients,clinic_type,Clinic Type
no_next_patients,is_bh_no_next,Is BH No-Next
no_next_patients,is_no_next,Is No-Next
no_next_patients,is_pending_awv,Is Pending AWV
no_next_patients,is_pending_mddo,Is Pending MDDO
no_next_patients,patient_status,Patient Status
no_next_patients,payor_category,Payor Category
no_next_patients,primary_insurance,Primary Insurance
no_next_patients,scheduling_status,Scheduling Status
no_next_patients,tier,Tier
no_next_rate,aging_bucket,Aging Bucket
no_next_rate,clinic,Clinic
no_next_rate,off_cadence_flag,Off Cadence
no_next_rate,primary_care_provider,PCP
no_next_rate,risk_tier,Risk Tier
no_next_rate,workflow_stage,Workflow Stage
no_show_npv,clinic_city,Clinic City
no_show_npv,is_membership_patient,Is Membership Patient
no_show_npv,npv_category,NPV Category
no_show_npv,provider_group_id,Provider Group
no_show_npv,service_location,Service Location
no_show_slots,clinic,Clinic
no_show_slots,bh_provider,BH Provider
no_visit,provider,Provider
not_eligible_count,account_status,Account Status
not_eligible_count,clinic,Clinic
not_eligible_count,enrollment_status,Enrollment Status
not_eligible_count,membership_membership_status,Membership Status
not_eligible_count,lead_source,Lead Source
not_eligible_count,member_category,Member Category
not_eligible_count,member_journey_stage,Member Journey Stage
not_eligible_count,member_type,Member Type
not_eligible_count,membership_attribution,Membership Attribution
not_eligible_count,patient_status,Patient Status
not_eligible_count,payment_status,Payment Status
not_eligible_count,primary_payor,Primary Payor
not_eligible_count,risk_tier,Risk Tier
not_eligible_count,utm_campaign,UTM Campaign
not_eligible_count,utm_medium,UTM Medium
not_eligible_count,utm_source,UTM Source
not_met_count,clinic_name,Clinic Name
not_met_count,insurance_category,Insurance Category
not_met_count,last_appointment_type,Last Appointment Type
not_met_count,measure_code,Measure Code
not_met_count,metric_type,Metric Type
not_met_count,next_appointment_type,Next Appointment Type
not_met_count,nps_category,NPS Category
not_met_count,provider_name,Provider Name
not_scheduled_patients,attributed_payor,Attributed Payor
not_scheduled_patients,clinic_name,Clinic
not_scheduled_patients,clinic_type,Clinic Type
not_scheduled_patients,is_bh_no_next,Is BH No-Next
not_scheduled_patients,is_no_next,Is No-Next
not_scheduled_patients,is_pending_awv,Is Pending AWV
not_scheduled_patients,is_pending_mddo,Is Pending MDDO
not_scheduled_patients,patient_status,Patient Status
not_scheduled_patients,payor_category,Payor Category
not_scheduled_patients,primary_insurance,Primary Insurance
not_scheduled_patients,scheduling_status,Scheduling Status
not_scheduled_patients,tier,Tier
nps_score,appointment_type,Appointment Type
nps_score,clinic_name,Clinic Name
nps_score,enterprise_id,Enterprise ID
nps_score,golden_id,Golden ID
nps_score,nps_category,NPS Category
nps_score,provider_name,Provider Name
nps_score,salesforce_id,Salesforce ID
nps_score,sentiment,Sentiment
off_cadence_count,attribution_status,Attribution Status
off_cadence_count,clinic,Clinic
off_cadence_count,is_active_patient,Active Patient?
off_cadence_count,mdm_payor_category,MDM Payor Category
off_cadence_count,membership_enrollment,Membership Enrollment
off_cadence_count,off_cadence_active,Off Cadence?
off_cadence_count,patient_status,Patient Status
off_cadence_count,primary_payor,Primary Payor
off_cadence_count,provider_id,Primary Provider ID
off_cadence_count,provider_name,Primary Provider
off_cadence_count,risk_tier,Risk Tier
off_roster,is_currently_on_roster,On Roster?
off_roster,is_truly_lost,Truly Lost?
off_roster,is_voluntary,Voluntary Attributed?
off_roster,mdm_payor_brand,MDM Payor Brand
off_roster,mdm_payor_category,MDM Payor Category
off_roster,off_cadence_active,Off Cadence?
off_roster,operational_segment,Operational Segment
off_roster,population_segment,Population Segment
off_roster,preferred_clinic,Clinic
off_roster,primary_attributed_payor,Primary Attributed Payor
on_cadence_count,analytics_awv_ytd_status,AWV YTD Status
on_cadence_count,attributed_payor,Attributed Payor
on_cadence_count,attribution_status,Attribution Status
on_cadence_count,awv_eligibility_source,AWV Eligibility Source
on_cadence_count,clinic,Clinic
on_cadence_count,is_active_patient,Active Patient?
on_cadence_count,is_analytics_awv_eligible,AWV Eligible?
on_cadence_count,medicare_category,Medicare Category
on_cadence_count,primary_payor,Primary Payor
on_cadence_count,primary_product_type,Primary Product Type
on_cadence_count,provider_id,Primary Provider ID
on_cadence_count,provider_name,Primary Provider
on_cadence_count,sf_mddo_status,SF MDDO Status
on_cadence_rate,analytics_awv_ytd_status,AWV YTD Status
on_cadence_rate,attributed_payor,Attributed Payor
on_cadence_rate,attribution_status,Attribution Status
on_cadence_rate,awv_eligibility_source,AWV Eligibility Source
on_cadence_rate,clinic,Clinic
on_cadence_rate,is_active_patient,Active Patient?
on_cadence_rate,is_analytics_awv_eligible,AWV Eligible?
on_cadence_rate,medicare_category,Medicare Category
on_cadence_rate,primary_payor,Primary Payor
on_cadence_rate,primary_product_type,Primary Product Type
on_cadence_rate,provider_id,Primary Provider ID
on_cadence_rate,provider_name,Primary Provider
on_cadence_rate,sf_mddo_status,SF MDDO Status
on_roster,is_currently_on_roster,On Roster?
on_roster,is_truly_lost,Truly Lost?
on_roster,is_voluntary,Voluntary Attributed?
on_roster,mdm_payor_brand,MDM Payor Brand
on_roster,mdm_payor_category,MDM Payor Category
on_roster,off_cadence_active,Off Cadence?
on_roster,operational_segment,Operational Segment
on_roster,population_segment,Population Segment
on_roster,preferred_clinic,Clinic
on_roster,primary_attributed_payor,Primary Attributed Payor
original_medicare_count,analytics_awv_ytd_status,AWV YTD Status
original_medicare_count,attributed_payor,Attributed Payor
original_medicare_count,attribution_status,Attribution Status
original_medicare_count,awv_eligibility_source,AWV Eligibility Source
original_medicare_count,clinic,Clinic
original_medicare_count,is_active_patient,Active Patient?
original_medicare_count,is_analytics_awv_eligible,AWV Eligible?
original_medicare_count,is_mddo_eligible,MDDO Eligible
original_medicare_count,medicare_category,Medicare Category
original_medicare_count,primary_payor,Primary Payor
original_medicare_count,primary_product_type,Primary Product Type
original_medicare_count,provider_id,Primary Provider ID
original_medicare_count,provider_name,Primary Provider
original_medicare_count,sf_mddo_status,SF MDDO Status
original_panel,provider,Provider
panel_size,bh_program_status,BH Program Status
panel_size,bh_provider,BH Provider
panel_size,bh_tier,BH Tier
panel_size,clinic,Clinic
panel_size,has_bh_care_plan,Has BH Care Plan
panel_size,has_next_bh_appointment,Has Next BH Appointment
panel_size,patient_tier,Patient Tier
panel_size,pcp_name,PCP
panel_size,program_name,Program
panel_size_current,bh_program_status,BH Program Status
panel_size_current,bh_provider,BH Provider
panel_size_current,bh_tier,BH Tier
panel_size_current,clinic,Clinic
panel_size_current,has_bh_care_plan,Has BH Care Plan
panel_size_current,has_next_bh_appointment,Has Next BH Appointment
panel_size_current,patient_tier,Patient Tier
panel_size_current,pcp_name,PCP
panel_size_current,program_name,Program
passives,appointment_type,Appointment Type
passives,clinic_name,Clinic Name
passives,enterprise_id,Enterprise ID
passives,golden_id,Golden ID
passives,nps_category,NPS Category
passives,provider_name,Provider Name
passives,salesforce_id,Salesforce ID
passives,sentiment,Sentiment
patient_count,clinic,Clinic
patient_count,enrollment_status,Enrollment Status
patient_count,membership_membership_status,Membership Status
patient_count,is_active_member,Is Active Member
patient_count,is_attributed,Attributed?
patient_count,is_grandmothered_member,Is Grandmothered Member
patient_count,is_membership_patient,Membership Patient
patient_count,is_paying_member,Is Paying Member
patient_count,member_category,Member Category
patient_count,membership_enrollment,Membership Enrollment
patient_count,membership_plan_type,Plan Type
patient_count,patient_status,Patient Status
patient_count,payment_status,Payment Status
patient_count,primary_insurance,Primary Insurance
patient_count,primary_payor,Primary Payor
patient_count,risk_tier,Risk Tier
patients_no_next_appt,bh_program_status,BH Program Status
patients_no_next_appt,bh_provider,BH Provider
patients_no_next_appt,bh_tier,BH Tier
patients_no_next_appt,clinic,Clinic
patients_no_next_appt,has_bh_care_plan,Has BH Care Plan
patients_no_next_appt,has_next_bh_appointment,Has Next BH Appointment
patients_no_next_appt,patient_tier,Patient Tier
patients_no_next_appt,pcp_name,PCP
patients_no_next_appt,program_name,Program
patients_with_care_plan,bh_program_status,BH Program Status
patients_with_care_plan,bh_provider,BH Provider
patients_with_care_plan,bh_tier,BH Tier
